Source,Target,Type,Id,Label,Weight
319,350,Undirected,1023,,1
326,327,Undirected,1024,,1
328,329,Undirected,1025,,1
328,335,Undirected,1026,,1
334,336,Undirected,1027,,1
337,338,Undirected,1028,,1
338,339,Undirected,1029,,1
341,342,Undirected,1030,,1
343,344,Undirected,1031,,1
348,349,Undirected,1032,,1
